brand,model,model_year,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,years_used,capacity,horsepower,cylinder_count,mileage_per_year,mileage_sqrt,mileage_with_age,mileage_per_year_with_age,mileage_brand,mileage,brand_category,log_price,power_to_weight_ratio,brand_frequency,model_frequency,brand_target_enc,model_target_enc,mileage_per_year_sqrt,mileage_times_age,mileage_sqrt_times_age,horsepower_times_cylinder_count,capacity_mileage_interaction,age_squared,mileage_binned,log_mileage,log_capacity,capacity_binned,horsepower_binned,age_binned,trans_num,brand_enc
BMW,M3 Base,2023,Gasoline,Manual,green,other,0,1,84645.0,1.0,3.0,331.5158054711246,6.0,4106.0,64.07807737440318,5380.358407079646,5380.358407079646,57200.99733333333,4106,luxury,11.346233133048466,110.50526849037487,367,30,40750.226158038146,35322.4,64.07807737440318,4106.0,4106.0,1989.0948328267477,192.23423212320955,1.0,Low,8.320448113956559,1.3862943611198906,2.0,300.0,8.644137931034482,0.0,1.0
BMW,M3 Base,1999,Gasoline,Manual,blue,gray,0,1,36950.0,25.0,3.2,240.0,6.0,7388.0,429.76737893888594,119291.33333333331,4771.653333333334,57200.99733333333,184700,luxury,10.517347989609592,75.0,367,30,40750.226158038146,35322.4,85.9534757877772,4617500.0,4617500.0,1440.0,1375.255612604435,625.0,Very High,12.12649358035784,1.4350845252893227,4.0,200.0,27.0,0.0,1.0
Maserati,Quattroporte S Q4 GranLusso,2018,Gasoline,Tiptronic,white,other,0,1,41900.0,6.0,3.0,424.0,6.0,9583.333333333334,239.791576165636,51231.86349206349,8538.643915343915,35974.617647058825,57500,luxury,10.643064971973882,141.33333333333334,33,1,55324.93939393939,41900.0,97.89450103725609,345000.0,345000.0,2544.0,719.374728496908,36.0,Medium,10.959557617938563,1.3862943611198906,2.0,400.0,3.0,1.0,1.0
Acura,RDX Advance Package,2021,Gasoline,Automatic,black,black,0,1,39650.0,3.0,2.0,272.0,4.0,9666.666666666666,170.29386365926402,28360.137142857144,9453.379047619048,74823.703125,29000,luxury,10.587871447425917,136.0,64,1,28034.078125,39650.0,98.3192080250175,87000.0,87000.0,1088.0,340.58772731852804,9.0,Low,10.275085591132715,1.0986122886681098,2.0,300.0,3.0,1.0,1.0
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,Gasoline,Automatic,gray,black,1,1,19000.0,9.0,2.0,208.0,4.0,6852.777777777777,248.3445187637529,82228.06140350878,9136.451267056533,55646.61587301587,61675,luxury,9.852246888342531,104.0,311,1,50615.3922829582,19000.0,82.78150625458429,555075.0,555075.0,832.0,496.6890375275058,81.0,Medium,11.029650155291243,1.0986122886681098,2.0,200.0,9.0,1.0,1.0
Mercedes-Benz,Sprinter 3500XD High Roof,2021,Diesel,Automatic,white,black,0,1,45000.0,3.0,3.0,188.0,6.0,11100.0,182.4828759089466,28360.137142857144,9453.379047619048,55646.61587301587,33300,luxury,10.714439990727769,62.666666666666664,311,1,50615.3922829582,45000.0,105.35653752852738,99900.0,99900.0,1128.0,547.4486277268397,9.0,Low,10.413342705547674,1.3862943611198906,2.0,200.0,3.0,1.0,1.0
Cadillac,XTS Luxury,2014,Gasoline,Automatic,silver,gray,1,1,17498.0,10.0,3.6,304.0,6.0,6295.0,250.8983858058876,87789.31491712708,8778.931491712709,71163.79439252337,62950,luxury,9.769899015421748,84.44444444444444,105,7,37238.31428571429,17992.0,79.34103604062655,629500.0,629500.0,1824.0,903.2341889011955,100.0,Medium,11.050111924969828,1.5260563034950492,4.0,300.0,9.0,1.0,1.0
Chevrolet,Camaro 2LT,2015,Gasoline,Automatic,silver,black,0,1,19750.0,9.0,3.6,323.0,6.0,6297.222222222223,238.06511714234827,82228.06140350878,9136.451267056533,71292.81506849315,56675,economy,9.890959401958858,89.72222222222221,287,4,36862.9094076655,20687.5,79.35503904744942,510075.0,510075.0,1938.0,857.0344217124538,81.0,Medium,10.945106119684118,1.5260563034950492,4.0,300.0,9.0,1.0,0.0
Porsche,Cayenne S,2013,Gasoline,Tiptronic,green,gray,0,1,23000.0,11.0,4.8,400.0,8.0,8363.636363636364,303.31501776206204,90750.0506329114,8250.004602991945,43569.80099502488,92000,luxury,10.043292972227004,83.33333333333334,189,6,76482.62962962964,30416.5,91.45291883606758,1012000.0,1012000.0,3200.0,1455.9120852578978,121.0,Medium,11.429554725537322,1.7578579175523736,4.0,400.0,9.0,1.0,1.0
Dodge,Magnum R/T,2005,Gasoline,Tiptronic,gray,other,1,1,12000.0,19.0,5.7,340.0,8.0,5052.631578947368,309.83866769659335,112124.98611111112,5901.315058479532,88301.34444444445,96000,economy,9.39274525863144,59.64912280701754,89,1,29382.629213483146,12000.0,71.08186533109108,1824000.0,1824000.0,2720.0,1766.0804058705821,361.0,Medium,11.472113887062386,1.9021075263969205,6.0,300.0,21.0,1.0,0.0
INFINITI,Q70 3.7X,2014,Gasoline,Automatic,black,black,0,1,23000.0,10.0,3.7,330.0,6.0,3350.0,183.03005217723123,87789.31491712708,8778.931491712709,82025.79661016949,33500,luxury,10.043292972227004,89.18918918918918,59,1,22927.64406779661,23000.0,57.879184513951124,335000.0,335000.0,1980.0,677.2111930557555,100.0,Low,10.419330568113901,1.547562508716013,4.0,300.0,9.0,1.0,1.0
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,Gasoline,Tiptronic,white,white,0,1,112000.0,4.0,5.0,557.0,8.0,4188.5,129.43724348115578,35051.801242236026,8762.950310559007,57136.94615384616,16754,luxury,11.6262630788088,111.4,130,1,55764.06153846154,112000.0,64.71862174057789,67016.0,67016.0,4456.0,647.1862174057788,16.0,Low,9.726452000171411,1.791759469228055,4.0,600.0,3.0,1.0,1.0
